representation,preproc,metric,algorithm,k,ari,nmi,bal_acc
ring_dual,z+pca10,correlation,complete,5,0.1389010781531583,0.21203906860657246,0.7797628986475205
ring_autocorr,z+pca10,euclidean,spectral,5,0.138865093855357,0.18813046526458066,0.7099404463739077
ring_dual_permsym,z,correlation,single,5,0.13881486645306168,0.13917495874328165,0.7101630767518228
knots,z+pca10,correlation,complete,5,0.13880442204782317,0.1531368012102784,0.7585851839483497
ring_dual_sym,z,cosine,ward,6,0.138802211125601,0.18836277274791421,0.735654255023098
ring_dual,z+pca10,cosine,ward,6,0.138801444181146,0.22556594463010313,0.7355429398341404
ring_dual,z,euclidean,spectral,5,0.13879270836905058,0.18795714140527375,0.7099404463739077
ring_dual,z+pca10,euclidean,spectral,5,0.13879270836905058,0.18795714140527375,0.7099404463739077
knots+ring,z,correlation,spectral,5,0.13873740908015852,0.18817711646385318,0.7099404463739077
ring_dual,z,cosine,spectral,5,0.13871436561374742,0.18837519020854585,0.7099404463739077
ring_dual,z+pca10,cosine,spectral,5,0.13871436561374742,0.18837519020854585,0.7099404463739077
knots+ring,z,euclidean,kmeans,5,0.13858206108232052,0.18707208642142292,0.7042355429398341
knots+ring,z,cosine,kmeans,5,0.13858206108232052,0.18707208642142292,0.7042355429398341
knots+ring,z,correlation,kmeans,5,0.13858206108232052,0.18707208642142292,0.7042355429398341
kmer2,z,cosine,ward,4,0.13856497827314226,0.17794956242875196,0.7739466800244893
whitehead,z,cosine,average,4,0.138557598123354,0.14236502507825166,0.6981688651416487
whitehead,z+pca10,cosine,average,4,0.138557598123354,0.14236502507825166,0.6981688651416487
all,z-length,cosine,complete,4,0.13854689901106224,0.15870496065614287,0.7104970223186954
all,z-length,correlation,complete,4,0.13854689901106224,0.15870496065614287,0.7104970223186954
kmer4,z+pca10,cosine,spectral,4,0.13845148219968262,0.17223371830674702,0.7669616519174041
kmer2,z+pca10,euclidean,complete,4,0.13830292671387182,0.11951699562583189,0.6934936272054322
ring+whitehead+syll,z+pca10,correlation,complete,6,0.1382601143355585,0.22567147536340604,0.7984081927979072
knots,z,cosine,complete,3,0.13824369784714774,0.1222085366441318,0.7191239494629043
knots,z+pca10,cosine,complete,3,0.13824369784714774,0.1222085366441318,0.7191239494629043
syllable,z,correlation,spectral,6,0.13822356630071408,0.18408739162401838,0.7622029275894696
syllable,z,cosine,complete,4,0.13820781066445553,0.19195160089436783,0.7344854455390438
syllable,z+pca10,cosine,complete,4,0.13820781066445553,0.19195160089436783,0.7344854455390438
knots,z,correlation,ward,3,0.13818799947442592,0.12117797368802632,0.716563700116881
shape (control),z+pca10,correlation,ward,5,0.1381058861240992,0.15386774397535077,0.6935214560026716
all,z+pca10,euclidean,spectral,4,0.13808491615361776,0.16968672345498215,0.7625368731563422
ring_spectrum,z+pca10,euclidean,spectral,5,0.1379264898124825,0.16384775197072826,0.7045694885067068
kmer23,z,correlation,average,4,0.1378117549271672,0.12656120347028968,0.725858518394835
ring_spectrum,z+pca10,cosine,average,6,0.13777908751409715,0.17620786464303922,0.7640674570045083
syllable,z,cosine,average,5,0.13776309078747997,0.21382284249031255,0.7050425780597762
syllable,z,correlation,average,5,0.13776309078747997,0.21382284249031255,0.7050425780597762
syllable,z+pca10,cosine,average,5,0.13776309078747997,0.21382284249031255,0.7050425780597762
syllable,z+pca10,correlation,average,5,0.13776309078747997,0.21382284249031255,0.7050425780597762
knots+ring,z,cosine,ward,6,0.13775760379164687,0.19220891680578717,0.7795402682696053
knots+ring,z,correlation,ward,6,0.13775760379164687,0.19220891680578717,0.7795402682696053
syllable,z,euclidean,kmeans,6,0.1377272466286846,0.21544902861183735,0.7138921355819001
syllable,z,cosine,kmeans,6,0.1377272466286846,0.21544902861183735,0.7138921355819001
syllable,z,correlation,kmeans,6,0.1377272466286846,0.21544902861183735,0.7138921355819001
syllable,z+pca10,euclidean,kmeans,6,0.1377272466286846,0.21544902861183735,0.7138921355819001
syllable,z+pca10,cosine,kmeans,6,0.1377272466286846,0.21544902861183735,0.7138921355819001
syllable,z+pca10,correlation,kmeans,6,0.1377272466286846,0.21544902861183735,0.7138921355819001
whitehead,z+pca10,correlation,complete,4,0.13759647257111604,0.13941419224142254,0.677213780820393
ring_spectrum,z,correlation,complete,4,0.13756971798110795,0.16611333549860233,0.7101630767518228
ring_spectrum,z-length,euclidean,ward,2,0.1375486763148508,0.09880826505160918,0.6526409528580175
ring_dual_permsym,z,cosine,spectral,4,0.13747784861060003,0.11996330972796258,0.7013135192296989
ring_dual_permsym,z+pca10,cosine,spectral,4,0.13747784861060003,0.11996330972796258,0.7013135192296989
ring_dual_permsym,z+pca10,euclidean,dbscan_q10,7,0.13747170158931465,0.1697159065532263,0.7232147826570936
knots+ring,z+pca10,euclidean,complete,5,0.13743645024038245,0.19321136681985465,0.7355429398341404
ring_dual_sym,z+pca10,cosine,ward,5,0.13741247672534537,0.17524021036730975,0.7387989091111482
ring_dual_sym,z+pca10,correlation,ward,5,0.13741247672534537,0.17524021036730975,0.7387989091111482
ring_dual_sym,z+pca10,correlation,average,5,0.13741247672534537,0.1752402103673098,0.7387989091111482
kmer3,z+pca10,cosine,ward,4,0.13730875346159002,0.1789586142610092,0.7688261813324428
ring_dual_sym,z+pca10,cosine,average,6,0.13715945969086643,0.2149208755012303,0.786191350809818
syllable,z,correlation,spectral,5,0.13705687092366803,0.20272814217212728,0.7076028274057995
all,z+pca10,cosine,spectral,5,0.13703537514783015,0.18747163919103063,0.7516001558412645
all,z,euclidean,kmeans,4,0.13702943274369478,0.1719766738464595,0.7638169978293539
all,z,cosine,kmeans,4,0.13702943274369478,0.1719766738464595,0.7638169978293539
all,z,correlation,kmeans,4,0.13702943274369478,0.1719766738464595,0.7638169978293539
all,z+pca10,euclidean,kmeans,4,0.13702943274369478,0.1719766738464596,0.7638169978293539
all,z+pca10,cosine,kmeans,4,0.13702943274369478,0.1719766738464596,0.7638169978293539
all,z+pca10,correlation,kmeans,4,0.13702943274369478,0.1719766738464596,0.7638169978293539
all,z,cosine,spectral,5,0.137018509742701,0.18524992503364343,0.7042355429398341
all,z,correlation,spectral,5,0.137018509742701,0.18524992503364343,0.7042355429398341
ring+whitehead+syll,z-length,euclidean,ward,6,0.1369800914341723,0.20246446038085325,0.7825736071686982
ring_autocorr,z,correlation,spectral,5,0.13691465291421195,0.1838294953099587,0.7055156676128458
ring_spectrum,z,euclidean,spectral,5,0.1368892512517464,0.16284527707278776,0.6815272443924973
kmer3,z,euclidean,spectral,3,0.13676929503591903,0.13683571109800655,0.7211832804586186
all,z,euclidean,spectral,2,0.13674136771605463,0.09364922814785387,0.6763789169032114
knots,z,euclidean,spectral,4,0.13674028704252233,0.15040016001378806,0.737045694885067
knots,z+pca10,euclidean,spectral,4,0.13674028704252233,0.15040016001378806,0.737045694885067
kmer3,z+pca10,cosine,spectral,3,0.1367344326775435,0.12599092542810275,0.7173429064395836
kmer23,z+pca10,cosine,spectral,3,0.1367042163557912,0.12292881020334114,0.7160627817665721
kmer4,z+pca10,cosine,complete,4,0.13665670710904032,0.17395530751144123,0.7682417765904157
all,z+pca10,euclidean,spectral,2,0.13661468086698586,0.09296946491133082,0.6750987922301999
kmer2,z,correlation,average,5,0.1366132858051059,0.1752836632498077,0.7656815272443924
shape (control),z+pca10,correlation,spectral,6,0.1365474691238935,0.16305382264968726,0.7086603217008961
kmer23,z+pca10,correlation,average,5,0.13630930403712357,0.17730581041767304,0.7706907107474814
ring_dual,z,correlation,spectral,5,0.13629440278711014,0.18039140700337059,0.7440307229921522
ring_dual_permsym,z,euclidean,spectral,5,0.13618861170913024,0.16250748691963066,0.7101630767518228
ring+whitehead+syll,z,correlation,spectral,5,0.13610359762494384,0.1798284597901482,0.7049312628708188
ring+whitehead+syll,z+pca10,euclidean,complete,5,0.1360390393171049,0.19249154789431697,0.7355429398341404
kmer2,z,cosine,spectral,3,0.13595925977706105,0.11953386786402728,0.7147826570935605
ring_dual_permsym,z-length,euclidean,kmeans,5,0.135901545049524,0.1607596561054139,0.726220292758947
ring_dual_permsym,z-length,cosine,kmeans,5,0.135901545049524,0.1607596561054139,0.726220292758947
ring_dual_permsym,z-length,correlation,kmeans,5,0.135901545049524,0.1607596561054139,0.726220292758947
ring_dual_sym,z,euclidean,complete,2,0.13583967478951775,0.16472584153699327,0.7173429064395836
ring+whitehead+syll,z+pca10,cosine,ward,6,0.13583926929542567,0.19317199906651397,0.7795402682696053
ring_dual_sym,z,cosine,average,6,0.13582481367141802,0.2179625971644707,0.7436967774252796
ring_autocorr,z,cosine,ward,6,0.1355960489725039,0.18898175848227775,0.7732509600935047
ring_autocorr,z,correlation,ward,6,0.1355960489725039,0.18898175848227775,0.7732509600935047
kmer23,z+pca10,correlation,average,4,0.1355884806570093,0.18049558306312571,0.7688261813324428
shape (control),z-length,cosine,average,4,0.13551450829565675,0.1796523417982955,0.7105248511159348
shape (control),z-length,correlation,average,4,0.13551450829565675,0.1796523417982955,0.7105248511159348
ring_spectrum,z,euclidean,kmeans,6,0.1353945228782237,0.14631280760390272,0.7496243112372684
ring_spectrum,z,cosine,kmeans,6,0.1353945228782237,0.14631280760390272,0.7496243112372684
ring_spectrum,z,correlation,kmeans,6,0.1353945228782237,0.14631280760390272,0.7496243112372684
ring_spectrum,z+pca10,correlation,ward,6,0.13523272153662946,0.17223321196799812,0.7642900873824233
ring_dual,z+pca10,euclidean,ward,6,0.13517183524955886,0.22203251460243614,0.7751154895085435
knots,z-length,correlation,average,6,0.13509781088536907,0.21561959324029054,0.7720821506094506
syllable,z,euclidean,ward,5,0.13499809967307835,0.24992081174658312,0.7126120109088885
syllable,z+pca10,euclidean,ward,5,0.13499809967307835,0.24992081174658312,0.7126120109088885
kmer2,z+pca10,correlation,spectral,3,0.13497607637171383,0.1279581525574919,0.7186230311125953
kmer2,z,correlation,ward,4,0.13489082402164673,0.16525071752028506,0.7669616519174041
ring+whitehead+syll,z+pca10,correlation,average,6,0.1348289156282117,0.1970154070207807,0.7795402682696053
knots+ring,z-length,cosine,ward,6,0.13481958371806144,0.21177386865129658,0.7833806422886402
knots+ring,z-length,correlation,ward,6,0.13481958371806144,0.21177386865129658,0.7833806422886402
all,z+pca10,cosine,ward,6,0.13480525377663768,0.1932211338892115,0.7795402682696053
kmer3,z+pca10,euclidean,spectral,4,0.1347979788977815,0.1618674388819364,0.7644014025713808
knots,z-length,cosine,average,6,0.13475806525420486,0.2250384493109041,0.7830188679245282
syllable,z,cosine,ward,6,0.1346798799704567,0.19823873791001503,0.7535760004452607
syllable,z+pca10,cosine,ward,6,0.1346798799704567,0.19823873791001503,0.7535760004452607
syllable,z+pca10,correlation,ward,6,0.1346798799704567,0.19823873791001503,0.7535760004452607
shape (control),z-length,correlation,complete,3,0.13467878087515803,0.13138529469717125,0.6784939054934046
ring_spectrum,z,cosine,complete,3,0.13463862205804603,0.12078653412058989,0.7101630767518228
knots+ring,z+pca10,euclidean,complete,4,0.13460892036817823,0.2095484799708126,0.7797628986475205
all,z+pca10,euclidean,complete,5,0.13460303752345956,0.21387256413786523,0.7770913341125396
ring+whitehead+syll,z+pca10,euclidean,complete,6,0.13453114787565276,0.18815691766002732,0.7355429398341404
ring_dual_sym,z,euclidean,complete,5,0.13452926789939912,0.13171187726248706,0.7226025491178272
kmer4,z,cosine,spectral,4,0.13451011058396098,0.16701327053338785,0.7638169978293539
kmer4,z,correlation,spectral,4,0.13451011058396098,0.16701327053338785,0.7638169978293539
knots,z+pca10,correlation,ward,6,0.13439903092000113,0.164993331253583,0.7489285913062838
ring_dual,z,euclidean,ward,6,0.1343391154952138,0.15792865712643447,0.7442811821673068
ring_spectrum,z+pca10,cosine,average,5,0.13426990854953236,0.18117082256155673,0.7642900873824233
ring_spectrum,z+pca10,correlation,ward,5,0.13426990854953236,0.18117082256155673,0.7642900873824233
all,z,euclidean,spectral,5,0.13424266314905012,0.18395586492949914,0.7029554182668225
all,z+pca10,euclidean,spectral,5,0.13424266314905012,0.18395586492949922,0.7029554182668225
ring_dual_permsym,z,correlation,spectral,3,0.13421844839415584,0.1250846892212822,0.7013135192296989
ring+whitehead+syll,z-length,euclidean,ward,4,0.13410511626820926,0.19638893145627445,0.7713864306784661
ring_dual_sym,z-length,cosine,ward,6,0.13388949115666018,0.18261221371451708,0.7638169978293539
ring+whitehead+syll,z+pca10,euclidean,complete,4,0.1338179255964557,0.14787645657955625,0.7355429398341404
ring_dual_sym,z+pca10,correlation,average,6,0.1337660744035403,0.1756314511171292,0.7387989091111482
syllable,z,cosine,ward,5,0.1337071564853351,0.17867422961613588,0.7535760004452607
syllable,z+pca10,cosine,ward,5,0.1337071564853351,0.17867422961613588,0.7535760004452607
syllable,z+pca10,correlation,ward,5,0.1337071564853351,0.17867422961613588,0.7535760004452607
ring_dual_permsym,z+pca10,correlation,complete,5,0.1336783322066697,0.1406039851982553,0.7436967774252796
shape (control),z+pca10,correlation,average,6,0.13358907760106742,0.14053402559786432,0.7307563867089664
shape (control),z,cosine,spectral,5,0.13357846709721338,0.1189936158573423,0.7014248344186564
knots+ring,z,cosine,average,6,0.13353913094901218,0.18841142874959974,0.7797628986475205
knots+ring,z-length,euclidean,ward,6,0.13339685989519112,0.21064616123903643,0.7833806422886402
ring_dual_permsym,z+pca10,cosine,average,6,0.1333892264881776,0.1575565548722568,0.7306450715200089
ring+whitehead+syll,z+pca10,cosine,complete,5,0.13337882504308157,0.13747248626976002,0.7505426615461679
all,z,euclidean,spectral,6,0.13336688730010987,0.17806132491040902,0.7549952691044692
ring_spectrum,z,correlation,spectral,4,0.13334180056835682,0.16723828569977697,0.7745310847665163
ring_dual,z,correlation,average,6,0.13314146888804815,0.21100327321007623,0.7833806422886402
all,z,euclidean,spectral,4,0.1330328474372114,0.1641430424229029,0.7581120943952802
knots+ring,z+pca10,correlation,ward,6,0.13297564582858631,0.1889253669036725,0.7795402682696053
ring_dual,z+pca10,correlation,ward,6,0.13297564582858631,0.1889253669036725,0.7795402682696053
knots,z-length,cosine,average,5,0.13290801012473033,0.22177672367579532,0.7830188679245282
ring_dual_sym,z,euclidean,complete,4,0.13285495160836938,0.14321140910862598,0.702120554349641
ring_spectrum,z-length,correlation,average,6,0.13280873167258236,0.21721172083926865,0.7775644236656092
ring+whitehead+syll,z+pca10,euclidean,ward,6,0.1326790956947015,0.22049365513140198,0.7795402682696053
ring_dual,z+pca10,correlation,spectral,5,0.13259992078906502,0.16600545177759102,0.7453108476651639
ring_spectrum,z,correlation,ward,4,0.1324975469879965,0.1866679753153613,0.7101630767518228
knots+ring,z+pca10,euclidean,kmeans,6,0.1324766475308834,0.20757402653509344,0.7709133411253966
knots+ring,z+pca10,cosine,kmeans,6,0.1324766475308834,0.20757402653509344,0.7709133411253966
knots+ring,z+pca10,correlation,kmeans,6,0.1324766475308834,0.20757402653509344,0.7709133411253966
shape (control),z,cosine,ward,6,0.13240911043511883,0.15753398582405825,0.6966661100907219
shape (control),z+pca10,cosine,ward,6,0.13240911043511883,0.15753398582405825,0.6966661100907219
ring_spectrum,z+pca10,correlation,spectral,6,0.1323877003162061,0.20836731121114366,0.7013135192296989
ring_autocorr,z-length,cosine,spectral,4,0.13237132845901453,0.1521981251298686,0.7637056826403963
ring_autocorr,z-length,correlation,spectral,4,0.13237132845901453,0.15219812512986874,0.7637056826403963
shape (control),z,cosine,average,6,0.1323370119181788,0.15210297342616558,0.6966661100907219
shape (control),z+pca10,cosine,average,6,0.1323370119181788,0.15210297342616558,0.6966661100907219
kmer2,z,euclidean,complete,5,0.13208557943827312,0.18645966239912243,0.7701063060054545
ring_autocorr,z,cosine,average,5,0.13203765286619704,0.1895542321942571,0.765570212055435
knots,z-length,correlation,average,5,0.1318916481144436,0.2211467991480344,0.7830188679245282
ring_dual_sym,z,cosine,complete,5,0.13185105540247444,0.17778193805766904,0.688400957310625
all,z+pca10,euclidean,complete,6,0.13184189455703535,0.19326214049949955,0.7770913341125396
ring_dual_sym,z-length,correlation,complete,5,0.13181448067483573,0.1417804750080078,0.6944398063115712
ring_dual_sym,z+pca10,correlation,average,4,0.13171287894711411,0.19509898237507445,0.6795513997885012
knots,z-length,correlation,ward,6,0.13170585234942897,0.2068465735433711,0.7605610285523459
kmer23,z,correlation,spectral,3,0.1316877149818152,0.12253171746795934,0.7141982523515333
ring+whitehead+syll,z,cosine,complete,6,0.13167514699462393,0.21598746795815346,0.7675460566594312
